area_of_origin,area_of_destination,sex,migrants_1990,migrants_1995,migrants_2000,migrants_2005,migrants_2010,migrants_2015,migrants_2020,origin_iso,destination_iso,origin_population_2000,origin_population_2010,origin_population_2015,origin_population_2020,destination_population_2000,destination_population_2010,destination_population_2015,destination_population_2020
India,Hungary,male,641,563,485,601,722,707,2170,IND,HUN,1059633675,1240613620,1322866505,1396387127,10210971,10000023,9843028,9750149
India,Iceland,female,36,60,83,117,147,160,207,IND,ISL,1059633675,1240613620,1322866505,1396387127,281205,318041,330815,366463
India,Iceland,male,26,45,65,96,125,145,182,IND,ISL,1059633675,1240613620,1322866505,1396387127,281205,318041,330815,366463
India,Indonesia,female,3370,2171,973,2521,4504,4878,5138,IND,IDN,1059633675,1240613620,1322866505,1396387127,214072421,244016173,259091970,271857970
India,Indonesia,male,4448,3001,1554,3944,6314,7098,7452,IND,IDN,1059633675,1240613620,1322866505,1396387127,214072421,244016173,259091970,271857970
India,Iraq,male,107,105,75,128,136,149,144,IND,IRQ,1059633675,1240613620,1322866505,1396387127,24628858,31264875,37757813,42556984
India,Ireland,female,381,1390,3052,6594,9886,10224,11647,IND,IRL,1059633675,1240613620,1322866505,1396387127,3805174,4560155,4701957,4985382
India,Ireland,male,369,1265,2967,7227,9462,9540,11015,IND,IRL,1059633675,1240613620,1322866505,1396387127,3805174,4560155,4701957,4985382
India,Israel,female,8723,9513,9669,9564,9595,9944,9655,IND,ISR,1059633675,1240613620,1322866505,1396387127,6289000,7623600,8380100,9215100
India,Israel,male,8204,8712,8833,8770,8794,9021,8760,IND,ISR,1059633675,1240613620,1322866505,1396387127,6289000,7623600,8380100,9215100
India,Italy,female,2227,10952,19677,36220,49745,54980,68187,IND,ITA,1059633675,1240613620,1322866505,1396387127,56942108,59277417,60730582,59438851
India,Italy,male,1186,12309,23432,53525,79254,83611,99085,IND,ITA,1059633675,1240613620,1322866505,1396387127,56942108,59277417,60730582,59438851
India,Jamaica,female,313,386,459,445,430,421,428,IND,JAM,1059633675,1240613620,1322866505,1396387127,2612205,2733896,2794445,2820436
India,Jamaica,male,398,576,754,738,722,706,720,IND,JAM,1059633675,1240613620,1322866505,1396387127,2612205,2733896,2794445,2820436
India,Japan,female,1525,2904,5415,11554,12379,14538,19906,IND,JPN,1059633675,1240613620,1322866505,1396387127,126843000,128070000,127141000,126261000
India,Japan,male,1583,2680,4650,9665,10118,11706,16030,IND,JPN,1059633675,1240613620,1322866505,1396387127,126843000,128070000,127141000,126261000
India,Jordan,female,268,409,547,419,1122,588,765,IND,JOR,1059633675,1240613620,1322866505,1396387127,5056174,6931258,9494246,10928721
India,Jordan,male,603,2163,3726,4203,9991,3999,5180,IND,JOR,1059633675,1240613620,1322866505,1396387127,5056174,6931258,9494246,10928721
India,Kuwait,female,117332,99990,120343,131954,175100,313209,340004,IND,KWT,1059633675,1240613620,1322866505,1396387127,1934901,2943356,3908743,4360444
India,Kuwait,male,257851,232387,298321,353967,500247,748549,812171,IND,KWT,1059633675,1240613620,1322866505,1396387127,1934901,2943356,3908743,4360444
India,Latvia,female,9,13,18,16,15,13,165,IND,LVA,1059633675,1240613620,1322866505,1396387127,2367550,2097555,1977527,1900449
India,Latvia,male,26,41,56,73,87,118,1125,IND,LVA,1059633675,1240613620,1322866505,1396387127,2367550,2097555,1977527,1900449
India,Lebanon,female,122,198,273,248,223,783,670,IND,LBN,1059633675,1240613620,1322866505,1396387127,4320642,4995800,6398940,5662923
India,Lebanon,male,276,971,1667,1606,1556,720,641,IND,LBN,1059633675,1240613620,1322866505,1396387127,4320642,4995800,6398940,5662923
India,Lesotho,female,136,118,95,97,99,138,185,IND,LSO,1059633675,1240613620,1322866505,1396387127,1998630,2022747,2118521,2254100
India,Lesotho,male,172,148,120,122,124,180,234,IND,LSO,1059633675,1240613620,1322866505,1396387127,1998630,2022747,2118521,2254100
India,Liberia,male,493,476,459,443,603,691,537,IND,LBR,1059633675,1240613620,1322866505,1396387127,2895224,4019956,4612329,5087584
India,Libya,female,891,936,976,884,963,1088,1138,IND,LBY,1059633675,1240613620,1322866505,1396387127,5154790,6491988,6192235,6653942
India,Libya,male,1397,1966,2588,3044,3347,3738,4029,IND,LBY,1059633675,1240613620,1322866505,1396387127,5154790,6491988,6192235,6653942
India,Lithuania,male,0,0,0,0,0,11,434,IND,LTU,1059633675,1240613620,1322866505,1396387127,3499536,3097282,2904910,2794885
India,Lithuania,female,0,0,0,0,0,0,133,IND,LTU,1059633675,1240613620,1322866505,1396387127,3499536,3097282,2904910,2794885
India,Luxembourg,female,97,92,89,72,56,84,1275,IND,LUX,1059633675,1240613620,1322866505,1396387127,436300,506953,569604,630419
India,Luxembourg,male,90,85,81,75,71,109,1516,IND,LUX,1059633675,1240613620,1322866505,1396387127,436300,506953,569604,630419
India,Madagascar,female,523,457,505,559,617,681,753,IND,MDG,1059633675,1240613620,1322866505,1396387127,16216431,21731053,24850912,28225177
India,Madagascar,male,648,580,647,723,808,900,998,IND,MDG,1059633675,1240613620,1322866505,1396387127,16216431,21731053,24850912,28225177
India,Malawi,female,774,1228,1186,1134,1116,971,816,IND,MWI,1059633675,1240613620,1322866505,1396387127,11229387,14718422,16938942,19377061
India,Malawi,male,588,1455,1397,1328,1303,1112,954,IND,MWI,1059633675,1240613620,1322866505,1396387127,11229387,14718422,16938942,19377061
India,Malaysia,female,16943,23941,38491,45847,50531,58373,60001,IND,MYS,1059633675,1240613620,1322866505,1396387127,22945150,28717731,31068833,33199993
India,Malaysia,male,3865,22384,49409,60251,68566,81379,88095,IND,MYS,1059633675,1240613620,1322866505,1396387127,22945150,28717731,31068833,33199993
India,Maldives,female,428,3216,5140,5649,4596,3543,3898,IND,MDV,1059633675,1240613620,1322866505,1396387127,282507,361575,435582,514438
India,Maldives,male,523,3202,6287,8124,8972,9821,10698,IND,MDV,1059633675,1240613620,1322866505,1396387127,282507,361575,435582,514438
India,Malta,female,35,41,51,60,71,113,226,IND,MLT,1059633675,1240613620,1322866505,1396387127,390087,414508,445053,515332
India,Malta,male,95,111,143,168,144,251,565,IND,MLT,1059633675,1240613620,1322866505,1396387127,390087,414508,445053,515332
India,Mauritius,female,263,312,593,940,1294,1416,1444,IND,MUS,1059633675,1240613620,1322866505,1396387127,1186873,1250400,1262879,1266014
India,Mauritius,male,252,1171,2685,4312,6223,7235,7334,IND,MUS,1059633675,1240613620,1322866505,1396387127,1186873,1250400,1262879,1266014
India,Mexico,female,35,145,262,284,338,531,574,IND,MEX,1059633675,1240613620,1322866505,1396387127,97873442,112532401,120149897,125998302
India,Mexico,male,93,202,321,400,526,1434,1580,IND,MEX,1059633675,1240613620,1322866505,1396387127,97873442,112532401,120149897,125998302
India,Mozambique,female,304,417,501,751,860,890,926,IND,MOZ,1059633675,1240613620,1322866505,1396387127,17768505,23073723,26843246,31178239
India,Mozambique,male,596,821,940,1229,1396,1448,1529,IND,MOZ,1059633675,1240613620,1322866505,1396387127,17768505,23073723,26843246,31178239
India,Myanmar,female,19037,17801,16898,14192,12836,12206,12726,IND,MMR,1059633675,1240613620,1322866505,1396387127,45538332,49390988,51483949,53423198
India,Myanmar,male,22056,20168,18140,15488,14480,13999,14599,IND,MMR,1059633675,1240613620,1322866505,1396387127,45538332,49390988,51483949,53423198
India,Namibia,female,348,330,306,243,233,227,241,IND,NAM,1059633675,1240613620,1322866505,1396387127,1819141,2099271,2282704,2489098
India,Namibia,male,649,623,580,457,441,432,463,IND,NAM,1059633675,1240613620,1322866505,1396387127,1819141,2099271,2282704,2489098
India,Nepal,female,267540,383358,391353,362498,328092,318615,307369,IND,NPL,1059633675,1240613620,1322866505,1396387127,24559500,27161567,27610325,29348627
India,Nepal,male,101830,132220,152241,152152,133094,127498,119572,IND,NPL,1059633675,1240613620,1322866505,1396387127,24559500,27161567,27610325,29348627
India,Netherlands,female,3440,4159,5033,5794,7804,10768,18604,IND,NLD,1059633675,1240613620,1322866505,1396387127,15925513,16615394,16939923,17441500
India,Netherlands,male,4100,4781,5616,6168,9469,13292,23681,IND,NLD,1059633675,1240613620,1322866505,1396387127,15925513,16615394,16939923,17441500
India,New Zealand,female,4063,5855,10448,21330,28912,36046,63264,IND,NZL,1059633675,1240613620,1322866505,1396387127,3857700,4350700,4609400,5090200
India,New Zealand,male,5229,6604,9881,20118,27161,33754,59242,IND,NZL,1059633675,1240613620,1322866505,1396387127,3857700,4350700,4609400,5090200
India,North Korea,female,85,95,105,132,159,174,176,IND,PRK,1059633675,1240613620,1322866505,1396387127,23367059,24686435,25258015,25867467
India,North Korea,male,93,103,112,142,171,189,194,IND,PRK,1059633675,1240613620,1322866505,1396387127,23367059,24686435,25258015,25867467
India,Norway,female,1937,2285,2686,3084,4054,5625,7016,IND,NOR,1059633675,1240613620,1322866505,1396387127,4490967,4889252,5188607,5379475
India,Norway,male,2485,2336,2444,2722,4078,6220,7710,IND,NOR,1059633675,1240613620,1322866505,1396387127,4490967,4889252,5188607,5379475
India,Oman,female,21957,51350,60718,61420,69253,133789,170995,IND,OMN,1059633675,1240613620,1322866505,1396387127,2344253,2881914,4191776,4543399
India,Oman,male,130597,231637,273163,311991,403953,942362,1204672,IND,OMN,1059633675,1240613620,1322866505,1396387127,2344253,2881914,4191776,4543399
India,Pakistan,female,1285346,1081631,963773,917324,890146,720271,634727,IND,PAK,1059633675,1240613620,1322866505,1396387127,154369924,194454498,210969298,227196741
India,Pakistan,male,1532902,1284253,1137266,1081490,1053199,988946,962407,IND,PAK,1059633675,1240613620,1322866505,1396387127,154369924,194454498,210969298,227196741
India,Panama,female,587,702,866,1053,1434,1683,1948,IND,PAN,1059633675,1240613620,1322866505,1396387127,3001731,3623617,3957099,4294396
India,Panama,male,887,1036,1246,1643,2394,2798,3435,IND,PAN,1059633675,1240613620,1322866505,1396387127,3001731,3623617,3957099,4294396
India,Papua New Guinea,male,148,164,138,140,120,123,125,IND,PNG,1059633675,1240613620,1322866505,1396387127,5508297,7583269,8682174,9749640
India,Peru,female,48,50,59,69,118,206,381,IND,PER,1059633675,1240613620,1322866505,1396387127,26654439,29229572,30711863,33304756
India,Peru,male,80,79,92,108,284,1228,2292,IND,PER,1059633675,1240613620,1322866505,1396387127,26654439,29229572,30711863,33304756
India,Philippines,female,1038,1424,1925,1533,4456,4519,4798,IND,PHL,1059633675,1240613620,1322866505,1396387127,77958223,94636700,103031365,112190977
India,Philippines,male,1573,2089,2707,2216,6020,6120,6525,IND,PHL,1059633675,1240613620,1322866505,1396387127,77958223,94636700,103031365,112190977
India,Poland,female,131,113,99,197,304,283,339,IND,POL,1059633675,1240613620,1322866505,1396387127,38258629,38042794,37986412,37899070
India,Poland,male,305,259,219,397,585,563,789,IND,POL,1059633675,1240613620,1322866505,1396387127,38258629,38042794,37986412,37899070
India,Portugal,female,898,1941,3057,3245,2887,3442,3826,IND,PRT,1059633675,1240613620,1322866505,1396387127,10289898,10573100,10358076,10297081
India,Portugal,male,1041,2243,3543,4110,4002,4367,5131,IND,PRT,1059633675,1240613620,1322866505,1396387127,10289898,10573100,10358076,10297081
India,Qatar,female,740,757,658,35480,79934,89129,97819,IND,QAT,1059633675,1240613620,1322866505,1396387127,645937,1713504,2414573,2760385
India,Qatar,male,1998,2218,2111,157924,460980,556448,604194,IND,QAT,1059633675,1240613620,1322866505,1396387127,645937,1713504,2414573,2760385
India,Romania,female,0,0,0,0,4,24,170,IND,ROU,1059633675,1240613620,1322866505,1396387127,22442971,20246871,19815616,19265250
India,Romania,male,0,0,0,0,5,54,374,IND,ROU,1059633675,1240613620,1322866505,1396387127,22442971,20246871,19815616,19265250
India,Russian Federation,female,4992,3048,994,1216,1413,1447,1445,IND,RUS,1059633675,1240613620,1322866505,1396387127,146596869,142849468,144640716,145245148
India,Russian Federation,male,4809,5035,5078,4677,4181,4254,4251,IND,RUS,1059633675,1240613620,1322866505,1396387127,146596869,142849468,144640716,145245148
India,Saint Lucia,male,30,40,55,99,136,130,125,IND,LCA,1059633675,1240613620,1322866505,1396387127,159500,170935,175623,179237
India,Saudi Arabia,female,294397,302535,314945,369942,458362,597100,761244,IND,SAU,1059633675,1240613620,1322866505,1396387127,21547390,29411929,32749848,35997107
India,Saudi Arabia,male,612071,627174,664047,846607,1120873,1406156,1741093,IND,SAU,1059633675,1240613620,1322866505,1396387127,21547390,29411929,32749848,35997107
India,Serbia,female,19,128,178,178,175,171,172,IND,SRB,1059633675,1240613620,1322866505,1396387127,7516346,7291436,7095383,6899126
India,Serbia,male,17,101,134,130,127,124,127,IND,SRB,1059633675,1240613620,1322866505,1396387127,7516346,7291436,7095383,6899126
India,Seychelles,female,264,338,412,1033,1655,1756,1807,IND,SYC,1059633675,1240613620,1322866505,1396387127,81131,89770,93419,98462
India,Seychelles,male,1012,1313,1614,2874,4133,4726,4821,IND,SYC,1059633675,1240613620,1322866505,1396387127,81131,89770,93419,98462
India,Sierra Leone,female,161,161,161,37,110,332,489,IND,SLE,1059633675,1240613620,1322866505,1396387127,4584067,6436698,7314773,8233970
India,Sierra Leone,male,244,234,224,304,429,523,470,IND,SLE,1059633675,1240613620,1322866505,1396387127,4584067,6436698,7314773,8233970
India,Singapore,female,4766,10146,16689,35978,57320,65817,66961,IND,SGP,1059633675,1240613620,1322866505,1396387127,4027887,5076732,5535002,5685807
India,Singapore,male,9343,19593,31559,47985,67037,76842,78009,IND,SGP,1059633675,1240613620,1322866505,1396387127,4027887,5076732,5535002,5685807
India,Sint Maarten (Dutch part),male,0,0,0,400,776,794,839,IND,SXM,1059633675,1240613620,1322866505,1396387127,30519,34056,38825,40350
India,Slovakia,male,4,31,68,345,87,113,147,IND,SVK,1059633675,1240613620,1322866505,1396387127,5388720,5391428,5423801,5458827
India,Slovenia,male,6,14,11,33,57,102,173,IND,SVN,1059633675,1240613620,1322866505,1396387127,1988925,2048583,2063531,2102419
India,South Africa,female,3937,4943,7688,10559,16692,15202,12474,IND,ZAF,1059633675,1240613620,1322866505,1396387127,46813266,51784921,55876504,58801927
India,South Africa,male,4419,6015,9232,11702,18179,19404,17461,IND,ZAF,1059633675,1240613620,1322866505,1396387127,46813266,51784921,55876504,58801927
India,South Korea,female,34,221,465,725,1461,1461,2380,IND,KOR,1059633675,1240613620,1322866505,1396387127,47008111,49554112,51014947,51836239
India,South Korea,male,102,628,1368,1886,2961,3044,3792,IND,KOR,1059633675,1240613620,1322866505,1396387127,47008111,49554112,51014947,51836239
India,South Sudan,female,0,0,0,0,617,562,576,IND,SSD,1059633675,1240613620,1322866505,1396387127,6114440,9714419,11194299,10606227
India,South Sudan,male,0,0,0,0,747,852,873,IND,SSD,1059633675,1240613620,1322866505,1396387127,6114440,9714419,11194299,10606227
India,Spain,female,1995,2399,3772,6042,10947,13637,18605,IND,ESP,1059633675,1240613620,1322866505,1396387127,40567864,46576897,46444832,47365655
India,Spain,male,2152,2685,4438,12304,24277,20810,28509,IND,ESP,1059633675,1240613620,1322866505,1396387127,40567864,46576897,46444832,47365655
India,Sri Lanka,female,17182,16645,15352,11124,5026,5183,5234,IND,LKA,1059633675,1240613620,1322866505,1396387127,18776371,20668557,21336697,21919000
India,Sri Lanka,male,22147,18861,16266,13375,5503,5475,5603,IND,LKA,1059633675,1240613620,1322866505,1396387127,18776371,20668557,21336697,21919000
India,Sudan,female,1097,1116,1137,1163,675,617,865,IND,SDN,1059633675,1240613620,1322866505,1396387127,26298773,33739933,38171178,44440486
India,Sudan,male,1162,1188,1214,1234,721,660,899,IND,SDN,1059633675,1240613620,1322866505,1396387127,26298773,33739933,38171178,44440486
India,Sweden,female,5171,6183,6674,7310,8402,10344,16827,IND,SWE,1059633675,1240613620,1322866505,1396387127,8872109,9378126,9799186,10353442
India,Sweden,male,3559,4176,4436,6137,7993,10632,19306,IND,SWE,1059633675,1240613620,1322866505,1396387127,8872109,9378126,9799186,10353442
India,Switzerland,female,3539,4506,5477,6515,8032,9407,10994,IND,CHE,1059633675,1240613620,1322866505,1396387127,7184250,7824909,8282396,8638167
India,Switzerland,male,3821,5478,7168,7785,8655,9929,11647,IND,CHE,1059633675,1240613620,1322866505,1396387127,7184250,7824909,8282396,8638167
India,Tajikistan,female,524,311,254,236,234,231,230,IND,TJK,1059633675,1240613620,1322866505,1396387127,6272998,7621779,8524063,9543207
India,Tajikistan,male,411,449,400,394,394,386,388,IND,TJK,1059633675,1240613620,1322866505,1396387127,6272998,7621779,8524063,9543207
India,Thailand,female,1486,2568,4243,3720,3387,3646,3821,IND,THA,1059633675,1240613620,1322866505,1396387127,63066603,68270489,70294397,71475664
India,Thailand,male,1903,3097,4869,4651,4845,5186,5424,IND,THA,1059633675,1240613620,1322866505,1396387127,63066603,68270489,70294397,71475664
India,Trinidad and Tobago,female,379,344,275,295,390,397,375,IND,TTO,1059633675,1240613620,1322866505,1396387127,1332203,1410296,1460177,1518147
India,Trinidad and Tobago,male,389,353,345,370,536,562,689,IND,TTO,1059633675,1240613620,1322866505,1396387127,1332203,1410296,1460177,1518147
India,Turkey,female,44,112,181,191,201,204,304,IND,TUR,1059633675,1240613620,1322866505,1396387127,64113547,73142150,78218479,83384680
India,Turkey,male,82,192,304,310,316,307,409,IND,TUR,1059633675,1240613620,1322866505,1396387127,64113547,73142150,78218479,83384680
India,Uganda,female,381,373,1297,1276,1297,1318,1234,IND,UGA,1059633675,1240613620,1322866505,1396387127,24020697,32341728,37477356,44404611
India,Uganda,male,932,871,2294,2200,2200,2202,2043,IND,UGA,1059633675,1240613620,1322866505,1396387127,24020697,32341728,37477356,44404611
India,Ukraine,female,961,903,857,781,744,745,756,IND,UKR,1059633675,1240613620,1322866505,1396387127,49176500,45870741,45167350,44207754
India,Ukraine,male,3648,3556,3507,3206,3060,3071,3123,IND,UKR,1059633675,1240613620,1322866505,1396387127,49176500,45870741,45167350,44207754
India,United Arab Emirates,female,104695,161793,230187,308969,649825,738080,805271,IND,ARE,1059633675,1240613620,1322866505,1396387127,3275333,8481771,8916899,9287289
