indicator,island,atoll_official,atoll_local_names,population,value,value2,indicator2
Adolescent Population (International) (10-19 yrs),Feydhoo,Seenu Atoll,Addu (S),Maldivians,488,488,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Feydhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,157,157,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Filladhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,84,84,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,54,54,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Fiyoari,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,100,100,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Foakaidhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,303,303,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Foammulah,Gnaviyani Atoll,Gnaviyani (Gn),Maldivians,1443,1443,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Fodhdhoo,Noonu Atoll,Noonu (N),Maldivians,44,44,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Fonadhoo,Laamu Atoll,Laamu (L),Maldivians,491,491,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Fulhadhoo,Baa Atoll,Baa (B),Maldivians,34,34,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Fulidhoo,Vaavu Atoll,Vaavu (V),Maldivians,47,47,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Funadhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,406,406,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Gaadhiffushi,Thaa Atoll,Thaa (Th),Maldivians,33,33,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Gaafaru,Kaafu Atoll,Kaafu (K),Maldivians,228,228,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,192,192,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Gamu,Laamu Atoll,Laamu (L),Maldivians,716,716,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Gemanafushi,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,223,223,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Goidhoo,Baa Atoll,Baa (B),Maldivians,76,76,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Goidhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,95,95,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Gulhi,Kaafu Atoll,Kaafu (K),Maldivians,150,150,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Guraidhoo,Kaafu Atoll,Kaafu (K),Maldivians,251,251,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Guraidhoo,Thaa Atoll,Thaa (Th),Maldivians,217,217,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Hanghghaameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,77,77,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,327,327,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Hebadhoo,Noonu Atoll,Noonu (N),Maldivians,123,123,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Himandhoo,Alif Uthuru Buri,Alif Alif (AA),Maldivians,168,168,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Himmafushi,Kaafu Atoll,Kaafu (K),Maldivians,148,148,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Hinnavaru,Lhaviyani Atoll,Lhaviyani (Lh),Maldivians,336,336,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Hirilandhoo,Thaa Atoll,Thaa (Th),Maldivians,161,161,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Hirimaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,26,26,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Hithaadhoo,Baa Atoll,Baa (B),Maldivians,144,144,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Hithadhoo,Seenu Atoll,Addu (S),Maldivians,1107.5,1107.5,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,154,154,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),Maldivians,250,250,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Holhudhoo,Noonu Atoll,Noonu (N),Maldivians,274,274,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Hulhudheli,Dhaal Atoll,Dhaalu (Dh),Maldivians,122,122,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Hulhudhoo,Seenu Atoll,Addu (S),Maldivians,139,139,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Hulhudhuffaaru,Raa Atoll,Raa (R),Maldivians,234,234,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Huraa,Kaafu Atoll,Kaafu (K),Maldivians,179,179,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Iguraidhoo,Raa Atoll,Raa (R),Maldivians,196,196,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,515,515,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Innamaadhoo,Raa Atoll,Raa (R),Maldivians,82,82,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Isdhoo,Laamu Atoll,Laamu (L),Maldivians,143,143,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kaashidhoo,Kaafu Atoll,Kaafu (K),Maldivians,320,320,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kaditheemu,Shaviyani Atoll,Shaviyani (Sh),Maldivians,225,225,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kadoodhoo,Thaa Atoll,Thaa (Th),Maldivians,75,75,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kalhaidhoo,Laamu Atoll,Laamu (L),Maldivians,106,106,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kamadhoo,Baa Atoll,Baa (B),Maldivians,64,64,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kanduhulhudhoo,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,90,90,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kedhikolhudhoo,Noonu Atoll,Noonu (N),Maldivians,259,259,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kelaa,Haa Alif Atoll,Haa Alif (HA),Maldivians,154,154,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kendhoo,Baa Atoll,Baa (B),Maldivians,156,156,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Keyodhoo,Vaavu Atoll,Vaavu (V),Maldivians,65,65,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kibidhoo,Thaa Atoll,Thaa (Th),Maldivians,142,142,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kihaadhoo,Baa Atoll,Baa (B),Maldivians,114,114,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kinolhas,Raa Atoll,Raa (R),Maldivians,103,103,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kodey,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,34,34,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kolamaafushi,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,50,50,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kolhufushi,Meemu Atoll,Meemu (M),Maldivians,118,118,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Komandoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,141,141,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kudafari,Noonu Atoll,Noonu (N),Maldivians,110,110,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kudahuvadhoo,Dhaal Atoll,Dhaalu (Dh),Maldivians,540,540,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kudarikilu,Baa Atoll,Baa (B),Maldivians,63,63,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kulhudhuffushi,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,1884,1884,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kumundhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,166,166,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kunahandhoo,Laamu Atoll,Laamu (L),Maldivians,106,106,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kunburudhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,98,98,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kurendhoo,Lhaviyani Atoll,Lhaviyani (Lh),Maldivians,180,180,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Kurinbi,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,85,85,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Landhoo,Noonu Atoll,Noonu (N),Maldivians,126,126,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Lhaimagu,Shaviyani Atoll,Shaviyani (Sh),Maldivians,98,98,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Lhohi,Noonu Atoll,Noonu (N),Maldivians,108,108,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maabaidhoo,Laamu Atoll,Laamu (L),Maldivians,92,92,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maaeboodhoo,Dhaal Atoll,Dhaalu (Dh),Maldivians,105,105,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maafaru,Noonu Atoll,Noonu (N),Maldivians,138,138,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maafushi,Kaafu Atoll,Kaafu (K),Maldivians,386,386,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maakurathu,Raa Atoll,Raa (R),Maldivians,158,158,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maalhendhoo,Noonu Atoll,Noonu (N),Maldivians,123,123,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maalhoss,Alif Uthuru Buri,Alif Alif (AA),Maldivians,69,69,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maalhoss,Baa Atoll,Baa (B),Maldivians,95,95,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maamendhoo,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,215,215,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maamendhoo,Laamu Atoll,Laamu (L),Maldivians,121,121,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maamigili,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,400,400,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,114,114,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maaugoodhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,158,158,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maavah,Laamu Atoll,Laamu (L),Maldivians,240,240,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,197,197,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Madifushi,Thaa Atoll,Thaa (Th),Maldivians,129,129,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maduvvari,Meemu Atoll,Meemu (M),Maldivians,32,32,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maduvvari,Raa Atoll,Raa (R),Maldivians,237,237,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Magoodhoo,Faafu Atoll,Faafu (F),Maldivians,117,117,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Magoodhoo,Noonu Atoll,Noonu (N),Maldivians,47,47,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Mahibadhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,374,374,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Makunudhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,217,217,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Manadhoo,Noonu Atoll,Noonu (N),Maldivians,289,289,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Mandhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,41,41,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maradhoo,Seenu Atoll,Addu (S),Maldivians,403,403,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maradhoo-Feydhoo,Seenu Atoll,Addu (S),Maldivians,240,240,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Maroshi,Shaviyani Atoll,Shaviyani (Sh),Maldivians,74,74,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Mathiveri,Alif Uthuru Buri,Alif Alif (AA),Maldivians,149,149,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Meedhoo,Dhaal Atoll,Dhaalu (Dh),Maldivians,156,156,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Meedhoo,Raa Atoll,Raa (R),Maldivians,336,336,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Meedhoo,Seenu Atoll,Addu (S),Maldivians,276,276,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Miladhoo,Noonu Atoll,Noonu (N),Maldivians,182,182,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Milandhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,411,411,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Mulah,Meemu Atoll,Meemu (M),Maldivians,208,208,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,40,40,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Muli,Meemu Atoll,Meemu (M),Maldivians,140,140,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Mundhoo,Laamu Atoll,Laamu (L),Maldivians,21,21,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,95,95,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Naalaafushi,Meemu Atoll,Meemu (M),Maldivians,54,54,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,76,76,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Naifaru,Lhaviyani Atoll,Lhaviyani (Lh),Maldivians,692,692,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Naivaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,55,55,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Narudhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,107,107,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Nellaidhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,203,203,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Neykurendhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,92,92,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Nilandhoo,Faafu Atoll,Faafu (F),Maldivians,342,342,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Nilandhoo,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,84,84,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Nolhivaram,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,430,430,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Nolhivaramfaru,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,187,187,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Noomaraa,Shaviyani Atoll,Shaviyani (Sh),Maldivians,56,56,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Olhuvelifushi,Lhaviyani Atoll,Lhaviyani (Lh),Maldivians,123,123,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Omadhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,146,146,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Omadhoo,Thaa Atoll,Thaa (Th),Maldivians,78,78,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Raimandhoo,Meemu Atoll,Meemu (M),Maldivians,9,9,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Rasdhoo,Alif Uthuru Buri,Alif Alif (AA),Maldivians,178,178,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Rasgetheemu,Raa Atoll,Raa (R),Maldivians,85,85,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Rasmaadhoo,Raa Atoll,Raa (R),Maldivians,82,82,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,42,42,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Ribudhoo,Dhaal Atoll,Dhaalu (Dh),Maldivians,48,48,Adolescent Population (International) (10-19 yrs)
Adolescent Population (International) (10-19 yrs),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,4,4,Adolescent Population (International) (10-19 yrs)
