dataset,indicator,island,atoll_official,atoll_local_names,sort1,value,sort_order,administration,population,min,max,normalized_value,administration_level,range01
Employment,Employment-to-population ratio (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,54.5045045045045,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.2203917116134224,admin3,0.20739738309231606
Employment,Unemployment rate (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,2.0242914979757085,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.030508484382533133,admin3,0.14419953016444245
Employment,Combined rate of unemployment and potential labour force (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,8.333333333333332,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.05333577786709585,admin3,0.24201596806387224
Employment,Inactivity rate (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,44.36936936936937,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.18372089688861898,admin3,0.8136007953907419
Employment,Youth unemployment rate (15-24 years) (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,6.666666666666667,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.047305466112350404,admin3,0.1393939393939394
Employment,Youth unemployment rate (18-35years) (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,2.380952380952381,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.0317989501715764,admin3,0.1404761904761905
Employment,NEET rate (15-24 years) (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,17.56756756756757,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.08674696461636115,admin3,0.37096165933375236
Employment,NEET rate (18-35 years) (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,5.813953488372093,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.044220190330852734,admin3,0.3584044745363556
Employment,Labour force participation rate (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,50.502512562814076,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.205911756184399,admin3,0.17161721687285028
Employment,Employment-to-population ratio (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,49.246231155778894,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20136629506273152,admin3,0.19198111890248765
Employment,Unemployment rate (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,2.4875621890547266,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.032184684398958836,admin3,0.1403476444935815
Employment,Combined rate of unemployment and potential labour force (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,10.091743119266056,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05969803338815756,admin3,0.2616601659067187
Employment,Inactivity rate (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,49.497487437185924,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.202275387287065,admin3,0.8283827831271496
Employment,Youth unemployment rate (15-24 years) (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,8,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05212971551614676,admin3,0.16
Employment,Youth unemployment rate (18-35years) (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,3.0303030303030303,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03414842228381489,admin3,0.12575757575757576
Employment,NEET rate (15-24 years) (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,18.84057971014493,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.09135296066875193,admin3,0.37232574189095935
Employment,NEET rate (18-35 years) (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,29,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.12811164362593938,admin3,0.5370370370370371
Employment,Labour force participation rate (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,79.03682719546742,9,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.3091542439501357,admin3,0.6157829828514783
Employment,Employment-to-population ratio (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,77.33711048158641,9,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.30300435094246325,admin3,0.6053438376314579
Employment,Unemployment rate (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,2.1505376344086025,9,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.030965266518846613,admin3,0.15319261914243995
Employment,Combined rate of unemployment and potential labour force (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,8.695652173913043,9,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.05464671520508398,admin3,0.25253840145795364
Employment,Inactivity rate (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,20.96317280453258,9,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.09903289952132834,admin3,0.38421701714852174
Employment,Youth unemployment rate (15-24 years) (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,4.545454545454546,9,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.03963052387903802,admin3,0.09504132231404959
Employment,Youth unemployment rate (18-35years) (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,4.464285714285714,9,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.039336839865008216,admin3,0.2633928571428572
Employment,NEET rate (15-24 years) (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,17.073170731707318,9,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.08495814438588295,admin3,0.3605218377765173
Employment,NEET rate (18-35 years) (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,3.875968992248062,9,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.037208199918358026,admin3,0.2389363163575704
Employment,Labour force participation rate (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,73.85159010600707,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.29039308624710675,admin3,0.5627388638258382
Employment,Employment-to-population ratio (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,71.73144876325088,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2827220182905401,admin3,0.5502711791953513
Employment,Unemployment rate (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,2.8708133971291865,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03357135895800192,admin3,0.1619705830232146
Employment,Combined rate of unemployment and potential labour force (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,11.353711790393014,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.064264072095128,admin3,0.2943806709724656
Employment,Inactivity rate (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,26.148409893992934,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11779405722435726,admin3,0.4372611361741618
Employment,Youth unemployment rate (15-24 years) (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,5.263157894736842,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04222730884519635,admin3,0.10526315789473684
Employment,Youth unemployment rate (18-35years) (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,7.352941176470589,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.049788535658422055,admin3,0.30514705882352944
Employment,NEET rate (15-24 years) (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,18.421052631578945,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.08983503322476565,admin3,0.3640350877192982
Employment,NEET rate (18-35 years) (%),Hangnameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,23.5,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10821161483527941,admin3,0.4351851851851852
Employment,Labour force participation rate (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,70.17543859649122,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.2770920824510716,admin3,0.4532219060630732
Employment,Employment-to-population ratio (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,68.42105263157895,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.270744385867129,admin3,0.4499470505350681
Employment,Unemployment rate (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,2.5,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.03222968672548679,admin3,0.17808641975308642
Employment,Combined rate of unemployment and potential labour force (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,11.363636363636363,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.06429998105754212,admin3,0.33002177463255306
Employment,Inactivity rate (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,29.82456140350877,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.13109506102039237,admin3,0.5467780939369266
Employment,Youth unemployment rate (15-24 years) (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,15.789473684210526,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.0803134883488518,admin3,0.3301435406698564
Employment,Youth unemployment rate (18-35years) (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,3.1914893617021276,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.03473162458117905,admin3,0.18829787234042555
Employment,NEET rate (15-24 years) (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,20.588235294117645,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.09767630547551824,admin3,0.4347469220246238
Employment,NEET rate (18-35 years) (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,5.357142857142857,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.042567364019336126,admin3,0.33024412296564193
Employment,Labour force participation rate (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,67.43295019157088,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.26716924641180506,admin3,0.455219883262756
Employment,Employment-to-population ratio (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,65.51724137931035,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2602378535902586,admin3,0.45125106842157187
Employment,Unemployment rate (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,2.840909090909091,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03346315958441199,admin3,0.16028338945005613
Employment,Combined rate of unemployment and potential labour force (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,12.755102040816327,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.06933456415519602,admin3,0.3307161187828425
Employment,Inactivity rate (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,32.56704980842912,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.14101789705965895,admin3,0.5447801167372439
Employment,Youth unemployment rate (15-24 years) (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,16.666666666666664,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.08348733664082307,admin3,0.33333333333333326
Employment,Youth unemployment rate (18-35years) (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,3.79746835443038,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.036924169926965844,admin3,0.15759493670886077
Employment,NEET rate (15-24 years) (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,21.21212121212121,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.09993364142649247,admin3,0.41919191919191917
Employment,NEET rate (18-35 years) (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,18.6,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.09048249827632779,admin3,0.3444444444444445
Employment,Labour force participation rate (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,70.42900919305414,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.2780095483005383,admin3,0.4578736272644106
Employment,Employment-to-population ratio (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,69.81613891726252,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.27579206900359415,admin3,0.4742618239657141
Employment,Unemployment rate (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,0.8701957940536621,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.02633275024885573,admin3,0.061988021378884324
Employment,Combined rate of unemployment and potential labour force (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,7.759784075573549,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.05126056936849924,admin3,0.22535899860198633
Employment,Inactivity rate (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,29.57099080694586,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.1301775951709257,admin3,0.5421263727355895
Employment,Youth unemployment rate (15-24 years) (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1.8072289156626504,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.029723111357550427,admin3,0.03778751369112814
Employment,Youth unemployment rate (18-35years) (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,0.7012622720897616,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.025721517166894053,admin3,0.04137447405329594
Employment,NEET rate (15-24 years) (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,22.02797202797203,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.10288554228545879,admin3,0.46514880468368847
Employment,NEET rate (18-35 years) (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,5.054945054945055,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.041473955844025134,admin3,0.31161496731116983
Employment,Labour force participation rate (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,56.06407322654462,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2260345229715335,admin3,0.26477921705908025
Employment,Employment-to-population ratio (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,55.1487414187643,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2227226812755635,admin3,0.28603450076976045
Employment,Unemployment rate (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1.6326530612244898,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.029091463261282525,admin3,0.09211388259007307
Employment,Combined rate of unemployment and potential labour force (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,13.723150357995225,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0728371440429433,admin3,0.35581581467137324
Employment,Inactivity rate (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,43.93592677345538,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1821526204999305,admin3,0.7352207829409197
Employment,Youth unemployment rate (15-24 years) (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,2.912621359223301,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03372262798515678,admin3,0.05825242718446602
Employment,Youth unemployment rate (18-35years) (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1.5197568389057752,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.028682983611373586,admin3,0.06306990881458967
Employment,NEET rate (15-24 years) (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,28.251121076233183,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.12540205959981607,admin3,0.5582959641255606
Employment,NEET rate (18-35 years) (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,36.6,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1556098652275786,admin3,0.6777777777777778
Employment,Labour force participation rate (%),Hirimaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,69.52789699570815,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.2747491558149383,admin3,0.4413428355638125
Employment,Employment-to-population ratio (%),Hirimaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,64.8068669527897,2,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.2576675860375478,admin3,0.3869558887568656
